"location","latitude","longitude","population","area","density","densityClass"
"Levallois-Perret","48.895","2.2872",63643,"2.41",26408,"20000<d<30000"
"Vincennes","48.8478","2.4392",49695,"1.91",26018,"20000<d<30000"
"Saint-Mande","48.8422","2.4186",22946,"0.92",24941,"20000<d<30000"
"Le Pre-Saint-Gervais","48.8833","2.4",17335,"0.7",24764,"20000<d<30000"
"Montrouge","48.8172","2.3219",46800,"2.07",22609,"20000<d<30000"
"Paris","48.8567","2.3508",2229621,"105.4",21154,"20000<d<30000"
"Courbevoie","48.8978","2.2531",87469,"4.17",20976,"20000<d<30000"
"Clichy","48.9044","2.3064",58646,"3.08",19041,"10000<d<20000"
"Boulogne-Billancourt","48.8352","2.2409",117126,"6.17",18983,"10000<d<20000"
"Les Lilas","48.88","2.42",22479,"1.26",17840,"10000<d<20000"
"Asnieres-sur-Seine","48.9108","2.2889",83845,"4.82",17395,"10000<d<20000"
"Vanves","48.8208","2.2897",27127,"1.56",17389,"10000<d<20000"
"Le Kremlin-Bicetre","48.81","2.3581",26018,"1.54",16895,"10000<d<20000"
"Neuilly-sur-Seine","48.8881","2.2686",61754,"3.73",16556,"10000<d<20000"
"La Garenne-Colombes","48.9056","2.2445",28371,"1.78",15939,"10000<d<20000"
"Issy-les-Moulineaux","48.8239","2.27",66166,"4.25",15568,"10000<d<20000"
"Charenton-le-Pont","48.8265","2.405",28679,"1.85",15502,"10000<d<20000"
"Malakoff","48.8169","2.2944",31007,"2.07",14979,"10000<d<20000"
"Gentilly","48.8133","2.3444",17230,"1.18",14602,"10000<d<20000"
"Bois-Colombes","48.9175","2.2683",27793,"1.92",14476,"10000<d<20000"
"Puteaux","48.885","2.2389",44753,"3.19",14029,"10000<d<20000"
"Bagnolet","48.8686","2.41778",35984,"2.57",14002,"10000<d<20000"
"Aubervilliers","48.9131","2.3831",77452,"5.76",13447,"10000<d<20000"
"Alfortville","48.805","2.4239",44371,"3.67",12090,"10000<d<20000"
"Suresnes","48.87","2.22",45039,"3.79",11884,"10000<d<20000"
"Epinay-sur-Seine","48.9553","2.3092",53777,"4.57",11767,"10000<d<20000"
"Montreuil","48.8611","2.4436",103520,"8.92",11605,"10000<d<20000"
"Chatillon","48.8","2.29",32935,"2.92",11279,"10000<d<20000"
"Nogent-sur-Marne","48.8375","2.4833",31276,"2.8",11170,"10000<d<20000"
"Pantin","48.8966","2.4017",54136,"5.01",10806,"10000<d<20000"
"Saint-Ouen","48.9","2.3333",46510,"4.31",10791,"10000<d<20000"
"Bourg-la-Reine","48.7796","2.3151",19906,"1.86",10702,"10000<d<20000"
"Colombes","48.9236","2.2522",83220,"7.81",10656,"10000<d<20000"
"Lyon","45.76","4.84",500715,"47.87",10460,"10000<d<20000"
"Saint-Maurice","48.8156","2.4592",14718,"1.43",10292,"10000<d<20000"
"Villeurbanne","45.7667","4.8803",146282,"14.52",10075,"10000<d<20000"
"Cachan","48.7919","2.3319",27718,"2.78",9971,"5000<d<10000"
"Villejuif","48.7919","2.3636",53240,"5.34",9970,"5000<d<10000"
"Maisons-Alfort","48.8058","2.4378",53607,"5.38",9964,"5000<d<10000"
"Fontenay-aux-Roses","48.7786","2.2905",24306,"2.51",9684,"5000<d<10000"
"Bondy","48.9022","2.4828",52865,"5.47",9665,"5000<d<10000"
"Ivry-sur-Seine","48.8078","2.3747",58579,"6.1",9603,"5000<d<10000"
"Fontenay-sous-Bois","48.8517","2.4772",53124,"5.58",9520,"5000<d<10000"
"Bagneux","48.7983","2.3137",38890,"4.19",9282,"5000<d<10000"
"Saint-Denis","48.9356","2.3539",109408,"12.36",8852,"5000<d<10000"
"Grenoble","45.2002","5.7222",162780,"18.44",8828,"5000<d<10000"
"Drancy","48.93","2.45",68241,"7.76",8794,"5000<d<10000"
"Saint-Gratien","48.9719","2.2828",20772,"2.42",8583,"5000<d<10000"
"Planoise","47.2214","5.9681",21000,"2.5",8400,"5000<d<10000"
"Arcueil","48.8075","2.3361",19548,"2.33",8390,"5000<d<10000"
"Pierrefitte-sur-Seine","48.9656","2.3614",28277,"3.41",8292,"5000<d<10000"
"L'Hay-les-Roses","48.7727","2.3363",31498,"3.8",8289,"5000<d<10000"
"Le-Perreux-sur-Marne","48.8422","2.5036",32389,"3.96",8179,"5000<d<10000"
"Creteil","48.7911","2.4628",90197,"11.43",7891,"5000<d<10000"
"La Madeleine","50.6558","3.071",22399,"2.84",7887,"5000<d<10000"
"Mons-en-Barœul","50.633","3.117",22360,"2.88",7764,"5000<d<10000"
"Noisy-le-Sec","48.8894","2.4503",39066,"5.04",7751,"5000<d<10000"
"Le Plessis-Robinson","48.7811","2.2633",26581,"3.43",7750,"5000<d<10000"
"Villeneuve-la-Garenne","48.9372","2.3278",24706,"3.2",7721,"5000<d<10000"
"Garges-les-Gonesse","48.9728","2.4008",41782,"5.47",7638,"5000<d<10000"
"Joinville-le-Pont","48.8214","2.4728",17420,"2.3",7574,"5000<d<10000"
"Clichy-sous-Bois","48.9097","2.54806",29750,"3.95",7532,"5000<d<10000"
"Romainville","48.884","2.435",25783,"3.44",7495,"5000<d<10000"
"Nanterre","48.8988","2.1969",90903,"12.19",7457,"5000<d<10000"
"Bobigny","48.9106","2.4397",49802,"6.77",7356,"5000<d<10000"
"Vitry-sur-Seine","48.7875","2.3928",84369,"11.67",7230,"5000<d<10000"
"Roubaix","50.6901","3.18167",94536,"13.23",7146,"5000<d<10000"
"Le Chesnay","48.8211","2.1311",30227,"4.24",7129,"5000<d<10000"
"Les-Pavillons-sous-Bois","48.9","2.5",20644,"2.92",7070,"5000<d<10000"
"Fresnes","48.755","2.3221",25312,"3.58",7070,"5000<d<10000"
"Villemomble","48.8833","2.5",28562,"4.04",7070,"5000<d<10000"
"Rosny-sous-Bois","48.8667","2.4833",41565,"5.91",7033,"5000<d<10000"
"Houilles","48.9261","2.1892",31142,"4.43",7030,"5000<d<10000"
"Sarcelles","48.9956","2.3808",59221,"8.45",7008,"5000<d<10000"
"Nancy","48.6936","6.1846",105067,"15.01",7000,"5000<d<10000"
"Choisy-le-Roi","48.763","2.409",37486,"5.43",6903,"5000<d<10000"
"Sevran","48.9333","2.5333",49807,"7.28",6842,"5000<d<10000"
"Bezons","48.9261","2.2178",28192,"4.16",6777,"5000<d<10000"
"Garches","48.8461","2.1889",18196,"2.69",6764,"5000<d<10000"
"Ermont","48.9922","2.2603",28021,"4.16",6736,"5000<d<10000"
"Champigny-sur-Marne","48.8172","2.5156",75556,"11.3",6686,"5000<d<10000"
"Annemasse","46.1958","6.2364",33166,"4.98",6660,"5000<d<10000"
"Saint-Maur-des-Fosses","48.7994","2.4997",74816,"11.25",6650,"5000<d<10000"
"Lille","50.6278","3.0583",228652,"34.8",6570,"5000<d<10000"
"Villiers-sur-Marne","48.8275","2.5447",28190,"4.33",6510,"5000<d<10000"
"Antony","48.7539","2.2975",61393,"9.56",6422,"5000<d<10000"
"Enghien-les-Bains","48.9697","2.3081",11332,"1.77",6402,"5000<d<10000"
"Le Raincy","48.9","2.5167",14321,"2.24",6393,"5000<d<10000"
"Le Blanc-Mesnil","48.9333","2.45",51438,"8.05",6390,"5000<d<10000"
"Juvisy-sur-Orge","48.6889","2.3783",14266,"2.24",6369,"5000<d<10000"
"Stains","48.95","2.3833",33951,"5.39",6299,"5000<d<10000"
"Le Bourget","48.9353","2.4256",13019,"2.08",6259,"5000<d<10000"
"Evry","48.6238","2.4296",51900,"8.33",6230,"5000<d<10000"
"Argenteuil","48.95","2.25",106817,"17.22",6203,"5000<d<10000"
"Sartrouville","48.9372","2.1644",52090,"8.46",6157,"5000<d<10000"
"Tourcoing","50.7323","3.104",92707,"15.19",6103,"5000<d<10000"
"Sevres","48.8239","2.2117",23572,"3.91",6029,"5000<d<10000"
"Chatou","48.8897","2.1573",30585,"5.08",6021,"5000<d<10000"
"Neuilly-Plaisance","48.8619","2.5064",20354,"3.42",5951,"5000<d<10000"
"Saint-Max","48.7017","6.2072",10939,"1.85",5913,"5000<d<10000"
"Oullins","45.715","4.8083",25896,"4.4",5885,"5000<d<10000"
"Clamart","48.8014","2.2628",51407,"8.77",5862,"5000<d<10000"
"Deuil-la-Barre","48.9833","2.3333",22031,"3.76",5859,"5000<d<10000"
"Montfort-l'Amaury","48.7767","1.80444",33135,"5.71",5803,"5000<d<10000"
"Livry-Gargan","48.9192","2.5361",42075,"7.38",5701,"5000<d<10000"
"Gagny","48.8833","2.5333",38609,"6.83",5653,"5000<d<10000"
"Le Pecq","48.8969","2.1069",15989,"2.84",5630,"5000<d<10000"
"Le Cannet","43.5769","7.0194",43115,"7.71",5592,"5000<d<10000"
"Eaubonne","48.9922","2.2806",24606,"4.42",5567,"5000<d<10000"
"Sannois","48.9722","2.2578",26557,"4.78",5556,"5000<d<10000"
"Sceaux","48.7786","2.2906",19986,"3.6",5552,"5000<d<10000"
"Villetaneuse","48.9653","2.345",12818,"2.31",5549,"5000<d<10000"
"Grigny","48.6562","2.3849",26790,"4.87",5501,"5000<d<10000"
"Savigny-sur-Orge","48.6797","2.3457",37801,"6.97",5423,"5000<d<10000"
"Rueil-Malmaison","48.876","2.181",79379,"14.7",5400,"5000<d<10000"
"Franconville","48.9889","2.2314",33375,"6.19",5392,"5000<d<10000"
"Voisins-le-Bretonneux","48.7592","2.0517",12775,"2.38",5368,"5000<d<10000"
"Chaville","48.8086","2.1886",18825,"3.55",5303,"5000<d<10000"
"Rouen","49.44","1.1",111557,"21.38",5218,"5000<d<10000"
"Viry-Chatillon","48.6713","2.375",31600,"6.07",5206,"5000<d<10000"
"Le Petit-Quevilly","49.4311","1.0539",22404,"4.35",5150,"5000<d<10000"
"Aulnay-sous-Bois","48.9386","2.4906",82634,"16.2",5101,"5000<d<10000"
"Chatenay-Malabry","48.7653","2.2781",32379,"6.38",5075,"5000<d<10000"
"Boulogne-sur-Mer","50.7264","1.6147",42537,"8.42",5052,"5000<d<10000"
"Mulhouse","47.75","7.34",112063,"22.18",5052,"5000<d<10000"
"Chantraine","48.1706","6.4425",31119,"6.2",5019,"5000<d<10000"
"La Courneuve","48.9322","2.3967",37539,"7.52",4992,"1000<d<5000"
"Montigny-les-Cormeilles","48.9944","2.1958",20307,"4.07",4989,"1000<d<5000"
"Cergy","49.0361","2.0631",58265,"11.68",4988,"1000<d<5000"
"Arnouville","48.9878","2.4175",14122,"2.84",4973,"1000<d<5000"
"Neuilly-sur-Marne","48.85","2.5333",33680,"6.86",4910,"1000<d<5000"
"Bordeaux","44.84","-0.58",241287,"49.36",4888,"1000<d<5000"
"Noisy-le-Grand","48.8478","2.5528",62964,"12.95",4862,"1000<d<5000"
"Talence","44.8","-0.584",40576,"8.35",4859,"1000<d<5000"
"Morsang-sur-Orge","48.6618","2.3461",21323,"4.39",4857,"1000<d<5000"
"Ablon-sur-Seine","48.7256","2.4211",5388,"1.11",4854,"1000<d<5000"
"Chamalieres","45.7744","3.0678",18300,"3.77",4854,"1000<d<5000"
"Les Ulis","48.6822","2.1698",24791,"5.18",4786,"1000<d<5000"
"Montfermeil","48.9","2.5667",26060,"5.45",4782,"1000<d<5000"
"Nice","43.7034","7.2663",343629,"71.92",4778,"1000<d<5000"
"Montmagny","48.9744","2.3467",13864,"2.91",4764,"1000<d<5000"
"Montpellier","43.6119","3.8772",268456,"56.88",4720,"1000<d<5000"
"Melun","48.5406","2.66",37835,"8.04",4706,"1000<d<5000"
"Ambilly","46.194","6.223",5853,"1.25",4682,"1000<d<5000"
"Croix","50.6781","3.1508",20676,"4.44",4657,"1000<d<5000"
"Thiais","48.765","2.3923",29709,"6.43",4620,"1000<d<5000"
"Meudon","48.7977","2.233",45682,"9.9",4614,"1000<d<5000"
"Vaureal","49.0353","2.0328",15962,"3.46",4613,"1000<d<5000"
"Rosendael","51.0413","2.4037",18272,"3.97",4603,"1000<d<5000"
"Chevilly-Larue","48.7663","2.3533",19328,"4.22",4580,"1000<d<5000"
"Bry-sur-Marne","48.8411","2.5222",15309,"3.35",4570,"1000<d<5000"
"Lambersart","50.65","3.025",28131,"6.16",4567,"1000<d<5000"
"Troyes","48.2997","4.0792",60009,"13.2",4546,"1000<d<5000"
"Mantes-la-Jolie","48.9908","1.7172",42365,"9.38",4517,"1000<d<5000"
"Viroflay","48.8","2.167",15723,"3.49",4505,"1000<d<5000"
"Echirolles","45.1436","5.7183",35995,"8.0",4499,"1000<d<5000"
"Longjumeau","48.6943","2.2958",21510,"4.84",4444,"1000<d<5000"
"Soisy-sous-Montmorency","48.9886","2.3006",17637,"3.98",4431,"1000<d<5000"
"Arpajon","48.5901","2.2476",10574,"2.4",4406,"1000<d<5000"
"Le Bouscat","44.8651","-0.5996",23193,"5.28",4393,"1000<d<5000"
"Lognes","48.836","2.6278",14768,"3.37",4382,"1000<d<5000"
"Jarville-la-Malgrange","48.67","6.2067",9363,"2.14",4375,"1000<d<5000"
"Nantes","47.2181","-1.5528",284970,"65.19",4371,"1000<d<5000"
"Vichy","46.1278","3.4267",25325,"5.85",4329,"1000<d<5000"
"Massy","48.7309","2.2713",40804,"9.43",4327,"1000<d<5000"
"Le Plessis-Trevise","48.8111","2.5717",18398,"4.32",4259,"1000<d<5000"
"Caen","49.18","-0.37",108365,"25.7",4217,"1000<d<5000"
"Rennes","48.1147","-1.6794",211373,"50.39",4195,"1000<d<5000"
"Pontoise","49.0516","2.1017",29885,"7.15",4180,"1000<d<5000"
"Orleans","47.9025","1.909",114286,"27.48",4159,"1000<d<5000"
"Schiltigheim","48.6078","7.75",31239,"7.63",4094,"1000<d<5000"
"Cenon","44.8578","-0.5317",22483,"5.52",4073,"1000<d<5000"
"Bischheim","48.6144","7.7528",17827,"4.41",4042,"1000<d<5000"
"Sotteville-les-Rouen","49.4092","1.09",30076,"7.44",4042,"1000<d<5000"
"L'Île-Saint-Denis","48.9333","2.3333",7123,"1.77",4024,"1000<d<5000"
"Caluire et Cuire","45.7953","4.8472",42038,"10.45",4023,"1000<d<5000"
"Saint-Martin-d'Heres","45.1672","5.7653",37126,"9.26",4009,"1000<d<5000"
"Armentieres","50.6881","2.8811",25089,"6.28",3995,"1000<d<5000"
"Lys-lez-Lannoy","50.6722","3.2153",13018,"3.26",3993,"1000<d<5000"
"Venissieux","45.6978","4.8867",61183,"15.33",3991,"1000<d<5000"
"Brunoy","48.6979","2.5044",26324,"6.62",3976,"1000<d<5000"
"Saint-Cloud","48.84","2.22",29981,"7.56",3966,"1000<d<5000"
"Tours","47.3936","0.6892",134978,"34.36",3928,"1000<d<5000"
"Le Mee-sur-Seine","48.5333","2.6289",20830,"5.34",3901,"1000<d<5000"
"Reims","49.2628","4.0347",182592,"46.9",3893,"1000<d<5000"
"Toulouse","43.6045","1.444",458298,"118.3",3874,"1000<d<5000"
"Montmorency","48.9906","2.3228",20796,"5.37",3873,"1000<d<5000"
"Toulon","43.13","5.92",163974,"42.84",3828,"1000<d<5000"
"Saint-Michel-sur-Orge","48.6303","2.3025",20188,"5.29",3816,"1000<d<5000"
"Avon","48.4097","2.7161",14598,"3.83",3811,"1000<d<5000"
"Bron","45.7394","4.9139",39232,"10.3",3809,"1000<d<5000"
"Dijon","47.2906","5.04139",152071,"40.41",3763,"1000<d<5000"
"Villefranche-sur-Saone","45.9833","4.7167",35640,"9.48",3759,"1000<d<5000"
"Arras","50.3","2.70214",43693,"11.63",3757,"1000<d<5000"
"Corbeil-Essonnes","48.6139","2.482",41308,"11.01",3752,"1000<d<5000"
"Cannes","43.5513","7.0128",73603,"19.62",3751,"1000<d<5000"
"Anzin","50.3722","3.505",13646,"3.64",3749,"1000<d<5000"
"Sainte-Genevieve-des-Bois","48.6369","2.3403",34725,"9.27",3746,"1000<d<5000"
"Torcy","48.8502","2.6508",22458,"6.0",3743,"1000<d<5000"
"Villiers-le-Bel","49.0094","2.3911",27312,"7.3",3741,"1000<d<5000"
"Le Havre","49.49","0.1",175497,"46.95",3738,"1000<d<5000"
"Gournay-sur-Marne","48.8606","2.5772",6246,"1.68",3718,"1000<d<5000"
"La Celle-Saint-Cloud","48.8411","2.1344",21607,"5.82",3713,"1000<d<5000"
"Annecy","45.916","6.133",51012,"13.75",3710,"1000<d<5000"
"Crosne","48.7164","2.458",9182,"2.48",3702,"1000<d<5000"
"Lagny-sur-Marne","48.8788","2.7075",20718,"5.72",3622,"1000<d<5000"
"La Mulatiere","45.7369","4.8094",6653,"1.84",3616,"1000<d<5000"
"Athis-Mons","48.7074","2.3889",30858,"8.56",3605,"1000<d<5000"
"Gennevilliers","48.9333","2.3",41689,"11.64",3582,"1000<d<5000"
"Sainte-Adresse","49.51","0.08",8068,"2.26",3570,"1000<d<5000"
"Noisiel","48.8547","2.6289",15496,"4.35",3562,"1000<d<5000"
"Epinay-sous-Senart","48.6948","2.5147",12733,"3.58",3557,"1000<d<5000"
"Conflans-Sainte-Honorine","48.9992","2.0983",35135,"9.9",3549,"1000<d<5000"
"Marseille","43.2964","5.37",852516,"240.62",3543,"1000<d<5000"
"Eragny","49.0181","2.0922",16652,"4.72",3528,"1000<d<5000"
"Villeneuve-Saint-Georges","48.7325","2.4497",30874,"8.75",3528,"1000<d<5000"
"Strasbourg","48.58","7.75",275718,"78.26",3523,"1000<d<5000"
"Cran-Gevrier","45.9097","6.1107",16811,"4.8",3502,"1000<d<5000"
"Montigny-les-Metz","49.1006","6.1539",23437,"6.7",3498,"1000<d<5000"
"Stiring-Wendel","49.2","6.93",12588,"3.6",3497,"1000<d<5000"
"La Verriere","48.7592","1.9631",6165,"1.77",3483,"1000<d<5000"
"Saint-Andre-lez-Lille","50.6608","3.045",10931,"3.16",3459,"1000<d<5000"
"Bihorel","49.4553","1.1169",8664,"2.51",3452,"1000<d<5000"
"Angers","47.4736","-0.554167",147305,"42.7",3450,"1000<d<5000"
"Faches-Thumesnil","50.5994","3.0744",15902,"4.62",3442,"1000<d<5000"
"Meaux","48.9603","2.8883",51398,"14.95",3438,"1000<d<5000"
"Villepinte","48.955","2.541",35639,"10.37",3437,"1000<d<5000"
"Maisons-Laffitte","48.9469","2.1456",23014,"6.75",3409,"1000<d<5000"
"Champs-sur-Marne","48.8529","2.6027",24913,"7.35",3390,"1000<d<5000"
"Chilly-Mazarin","48.7025","2.3125",18698,"5.57",3357,"1000<d<5000"
"Lorient","47.75","-3.36",58135,"17.48",3326,"1000<d<5000"
"Ronchin","50.6053","3.0886",17999,"5.42",3321,"1000<d<5000"
"Courcouronnes","48.6173","2.4086",14505,"4.37",3319,"1000<d<5000"
"Clermont-Ferrand","45.7831","3.0824",141569,"42.67",3318,"1000<d<5000"
"Chennevieres-sur-Marne","48.7983","2.5339",17461,"5.27",3313,"1000<d<5000"
"Versailles","48.8053","2.135",86477,"26.18",3303,"1000<d<5000"
"Elancourt","48.7847","1.9589",28038,"8.51",3295,"1000<d<5000"
"Le Vesinet","48.8923","2.1331",16459,"5.0",3292,"1000<d<5000"
"Fontaine","45.1939","5.6856",22175,"6.74",3290,"1000<d<5000"
"Deville-les-Rouen","49.47","1.05",10365,"3.16",3280,"1000<d<5000"
"Saint-Cyr-l'Ecole","48.8008","2.0633",16365,"5.01",3266,"1000<d<5000"
"Montargis","47.9978","2.7333",14490,"4.46",3249,"1000<d<5000"
"Vandœuvre-les-Nancy","48.6567","6.1683",30569,"9.46",3231,"1000<d<5000"
"Orly","48.7439","2.3928",21372,"6.69",3195,"1000<d<5000"
"Sainte-Foy-les-Lyon","45.73","4.8",21707,"6.83",3178,"1000<d<5000"
"Louhans-Chateaurenaud","46.6612","5.2254",71500,"22.58",3167,"1000<d<5000"
"Mouvaux","50.7039","3.1414",13177,"4.17",3160,"1000<d<5000"
"Tarbes","43.23","0.07",48166,"15.33",3142,"1000<d<5000"
"Hœnheim","48.625","7.7553",10729,"3.42",3137,"1000<d<5000"
"Chelles","48.8833","2.6",51035,"16.3",3131,"1000<d<5000"
"Villeparisis","48.9503","2.6025",25889,"8.29",3123,"1000<d<5000"
"Valenciennes","50.3581","3.5233",42989,"13.82",3111,"1000<d<5000"
"Carrieres-sur-Seine","48.9089","2.1789",15596,"5.02",3107,"1000<d<5000"
"Wattrelos","50.7","3.217",41633,"13.44",3098,"1000<d<5000"
"Bougival","48.8667","2.1333",8532,"2.76",3091,"1000<d<5000"
"Mantes-la-Ville","48.975","1.7117",18710,"6.06",3087,"1000<d<5000"
"Ris-Orangis","48.6537","2.4161",26863,"8.71",3084,"1000<d<5000"
"Creil","49.2583","2.4833",33936,"11.09",3060,"1000<d<5000"
"Vigneux-sur-Seine","48.7001","2.417",26728,"8.77",3048,"1000<d<5000"
"Ville-d'Avray","48.8261","2.1933",11129,"3.67",3032,"1000<d<5000"
"Villemoisson-sur-Orge","48.6618","2.3298",6964,"2.31",3015,"1000<d<5000"
"Bonneuil-sur-Marne","48.7742","2.4875",16594,"5.51",3012,"1000<d<5000"
"Loos","50.6128","3.0144",20869,"6.95",3003,"1000<d<5000"
"Croissy-sur-Seine","48.8783","2.1433",10325,"3.44",3001,"1000<d<5000"
"Lomme","50.6358","3.0142",27940,"9.33",2995,"1000<d<5000"
"Billy-Montigny","50.4519","2.9128",8104,"2.71",2990,"1000<d<5000"
"Le Plessis-Bouchard","49.0033","2.2375",8040,"2.69",2989,"1000<d<5000"
"Agen","44.2049","0.6212",34344,"11.49",2989,"1000<d<5000"
"Maromme","49.4825","1.0428",11977,"4.01",2987,"1000<d<5000"
"Dieppe","49.92","1.08",34670,"11.67",2971,"1000<d<5000"
"Montigny-le-Bretonneux","48.7711","2.0333",34591,"11.65",2969,"1000<d<5000"
"Chalon-sur-Saone","46.7806","4.8528",45166,"15.22",2968,"1000<d<5000"
"Perigueux","45.1929","0.7217",29080,"9.82",2961,"1000<d<5000"
"Yerres","48.7171","2.4881",29113,"9.84",2959,"1000<d<5000"
"Groslay","48.9875","2.3453",8706,"2.95",2951,"1000<d<5000"
"Lingolsheim","48.56","7.68",16784,"5.69",2950,"1000<d<5000"
"Montigny-en-Gohelle","50.4286","2.9308",10311,"3.5",2946,"1000<d<5000"
"Belfort","47.64","6.85",50128,"17.1",2931,"1000<d<5000"
"Brest","48.39","-4.49",144548,"49.51",2920,"1000<d<5000"
"Vaucresson","48.8392","2.1578",8979,"3.08",2915,"1000<d<5000"
"Ormesson-sur-Marne","48.7858","2.5383",9937,"3.41",2914,"1000<d<5000"
"Beauchamp","49.0144","2.1906",8792,"3.02",2911,"1000<d<5000"
"Saint-Laurent-du-Var","43.668","7.188",29343,"10.11",2902,"1000<d<5000"
"Saint-Fons","45.709","4.853",17463,"6.06",2882,"1000<d<5000"
"Saint-Leu-la-Foret","49.0175","2.2472",15082,"5.24",2878,"1000<d<5000"
"Antibes","43.5808","7.1239",75568,"26.48",2854,"1000<d<5000"
"Metz","49.1203","6.17778",119551,"41.94",2850,"1000<d<5000"
"Billere","43.3031","-0.3906",12955,"4.57",2835,"1000<d<5000"
"Les Clayes-sous-Bois","48.8167","1.9833",17255,"6.11",2824,"1000<d<5000"
"Haubourdin","50.6097","2.9878",14965,"5.31",2818,"1000<d<5000"
"Amiens","49.892","2.299",139271,"49.46",2816,"1000<d<5000"
"Igny","48.7421","2.2261",10748,"3.82",2814,"1000<d<5000"
"La Rochelle","46.1591","-1.1517",80014,"28.43",2814,"1000<d<5000"
"Gaillard","46.1858","6.2083",11303,"4.02",2812,"1000<d<5000"
"Le Mans","48.0077","0.1984",148169,"52.81",2806,"1000<d<5000"
"Villeneuve-d'Ascq","50.6233","3.145",63572,"22.66",2805,"1000<d<5000"
"Roanne","46.0367","4.0689",45105,"16.12",2798,"1000<d<5000"
"Lens","50.4322","2.8333",32663,"11.7",2792,"1000<d<5000"
"Saint-Jean-de-la-Ruelle","47.9139","1.8745",16833,"6.06",2778,"1000<d<5000"
"Pontault-Combault","48.8014","2.60752",37847,"13.64",2775,"1000<d<5000"
"Cormeilles-en-Parisis","48.9739","2.2014",23419,"8.48",2762,"1000<d<5000"
"Sallaumines","50.4203","2.8631",10517,"3.82",2753,"1000<d<5000"
"Dinan","48.4564","-2.0489",10953,"3.98",2752,"1000<d<5000"
"Les Mureaux","48.9875","1.9172",32942,"11.99",2747,"1000<d<5000"
"Bethune","50.5303","2.6408",25766,"9.43",2732,"1000<d<5000"
"Poissy","48.9294","2.0456",36230,"13.28",2728,"1000<d<5000"
"Caudebec-les-Elbeuf","49.2817","1.0222",10030,"3.68",2726,"1000<d<5000"
"Beaumont","45.7525","3.0836",10926,"4.01",2725,"1000<d<5000"
"Longwy","49.52","5.7606",14521,"5.34",2719,"1000<d<5000"
"Fontaines-sur-Saone","45.836","4.845",6295,"2.32",2713,"1000<d<5000"
"Limeil-Brevannes","48.7464","2.4883",18794,"6.93",2712,"1000<d<5000"
"Lormont","44.8792","-0.5217",19940,"7.36",2709,"1000<d<5000"
"Chambery","45.57","5.9118",56835,"20.99",2708,"1000<d<5000"
"Dugny","48.95","2.4167",10519,"3.89",2704,"1000<d<5000"
"Wasquehal","50.6694","3.1308",18541,"6.86",2703,"1000<d<5000"
"Reze","47.1833","-1.55",37200,"13.78",2700,"1000<d<5000"
"Tassin la Demi-Lune","45.764","4.78",21024,"7.79",2699,"1000<d<5000"
"Chanteloup-les-Vignes","48.9792","2.0319",8980,"3.33",2697,"1000<d<5000"
"Pau","43.3","-0.37",84978,"31.51",2697,"1000<d<5000"
"Fosses","49.0989","2.5075",9591,"3.61",2657,"1000<d<5000"
"Palaiseau","48.7145","2.2457",30542,"11.51",2654,"1000<d<5000"
"Goussainville","49.0325","2.4747",30555,"11.52",2652,"1000<d<5000"
"Marcq-en-Barœul","50.6711","3.0972",37177,"14.04",2648,"1000<d<5000"
"Cherbourg-Octeville","49.63","-1.62",37121,"14.26",2603,"1000<d<5000"
"Cagnes-sur-Mer","43.6644","7.1489",46686,"17.95",2601,"1000<d<5000"
"La Seyne-sur-Mer","43.1","5.883",57553,"22.17",2596,"1000<d<5000"
"Meythet","45.9156","6.0936",8400,"3.24",2593,"1000<d<5000"
"Luce","48.4389","1.4658",15716,"6.06",2593,"1000<d<5000"
"Marly-le-Roi","48.8675","2.0947",16897,"6.54",2584,"1000<d<5000"
"Lievin","50.4228","2.7786",33022,"12.83",2574,"1000<d<5000"
"Beausoleil","43.7425","7.4244",14078,"5.48",2569,"1000<d<5000"
"Meulan-en-Yvelines","49.0067","1.9072",8803,"3.46",2544,"1000<d<5000"
"Palavas-les-Flots","43.5303","3.9314",6034,"2.38",2535,"1000<d<5000"
"Douai","50.3714","3.08",42796,"16.88",2535,"1000<d<5000"
"Sucy-en-Brie","48.7697","2.5228",26407,"10.43",2532,"1000<d<5000"
"Taverny","49.0264","2.2275",26496,"10.48",2528,"1000<d<5000"
"Coudekerque-Branche","51.0253","2.3917",23100,"9.14",2527,"1000<d<5000"
"Perenchies","50.6686","2.9731",7639,"3.03",2521,"1000<d<5000"
"Begles","44.8086","-0.5478",24999,"9.96",2510,"1000<d<5000"
"Nogent-sur-Oise","49.2756","2.4683",18713,"7.46",2508,"1000<d<5000"
"Jouy-le-Moutier","49.0117","2.0397",17180,"6.89",2493,"1000<d<5000"
"Mont-Saint-Aignan","49.463","1.0883",19798,"7.94",2493,"1000<d<5000"
"Le Portel","50.7075","1.5744",9569,"3.85",2485,"1000<d<5000"
"Saint-Quentin","49.8486","3.2864",55698,"22.56",2469,"1000<d<5000"
"Tinqueux","49.2509","3.9918",10221,"4.15",2463,"1000<d<5000"
"Alencon","48.4306","0.0931",26305,"10.68",2463,"1000<d<5000"
"Bois-d'Arcy","48.8","2.03",13475,"5.48",2459,"1000<d<5000"
"Vitry-le-Francois","48.7256","4.5853",15641,"6.45",2425,"1000<d<5000"
"Morangis","48.7055","2.3326",11577,"4.8",2412,"1000<d<5000"
